"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Arbeitslosendichte","ausländisch","2005","09 Neuhausen - Nymphenburg","9","1349.3","14931.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","10 Moosach","10.2","964","9488.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","11 Milbertshofen - Am Hart","9.8","1803","18372.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","12 Schwabing - Freimann","5.9","709.8","12042.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","13 Bogenhausen","7.7","798.8","10366.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","14 Berg am Laim","10.7","862.5","8076.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","15 Trudering - Riem","7.7","500","6481.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","16 Ramersdorf - Perlach","12.4","2637.8","21292","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","17 Obergiesing - Fasangarten","9.9","1002.8","10155.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","18 Untergiesing - Harlaching","10.1","756.8","7504.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","8.6","1032.5","12061","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","20 Hadern","9.4","664.3","7052.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","21 Pasing - Obermenzing","9.5","813.3","8519","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","22 Aubing - Lochhausen - Langwied","13","698.3","5359.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","23 Allach - Untermenzing","6.8","255.5","3731.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","24 Feldmoching - Hasenbergl","11.4","1212.3","10654.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2005","25 Laim","9.9","840.8","8500.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","Stadt München","7","16619","238979.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","01 Altstadt - Lehel","5.3","186.5","3498.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","02 Ludwigsvorstadt - Isarvorstadt","6.9","752","10864","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","03 Maxvorstadt","5.4","485","9013.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","04 Schwabing - West","5.9","600","10233.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","05 Au - Haidhausen","6.6","694.3","10450.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","06 Sendling","7.9","582.5","7406","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","07 Sendling - Westpark","7.9","699.5","8866.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","08 Schwanthalerhöhe","8.1","656.8","8107.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","09 Neuhausen - Nymphenburg","6.7","991.5","14817","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","10 Moosach","7","644.8","9170.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","11 Milbertshofen - Am Hart","7","1216.3","17255.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","12 Schwabing - Freimann","4.6","546.5","11962.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","13 Bogenhausen","5.2","529","10121","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","14 Berg am Laim","7.9","613","7795.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","15 Trudering - Riem","5.5","339.8","6203.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","16 Ramersdorf - Perlach","8","1663","20773","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","17 Obergiesing - Fasangarten","7.7","784.8","10167.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","18 Untergiesing - Harlaching","7.4","554.8","7466.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","6.8","797.5","11774.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","20 Hadern","6.2","424.3","6822","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","21 Pasing - Obermenzing","6.7","559","8376.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","22 Aubing - Lochhausen - Langwied","8.2","433.5","5266.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","23 Allach - Untermenzing","5.8","212.5","3692.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","24 Feldmoching - Hasenbergl","7.6","799.8","10559","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2004","25 Laim","7.9","654.8","8315.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","Stadt München","7.2","17146.8","239276.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","01 Altstadt - Lehel","5.6","199","3559.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","02 Ludwigsvorstadt - Isarvorstadt","7","800","11405.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","03 Maxvorstadt","6","543.8","9133","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","04 Schwabing - West","6.2","647.8","10389.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","05 Au - Haidhausen","6.7","725.3","10862.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","06 Sendling","7.5","551","7307.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","07 Sendling - Westpark","8","698","8778.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","08 Schwanthalerhöhe","8.2","689.3","8360.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","09 Neuhausen - Nymphenburg","6.9","1015.3","14781","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","10 Moosach","7.5","676.3","9006","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","11 Milbertshofen - Am Hart","7.4","1267.8","17138","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","12 Schwabing - Freimann","4.9","589.3","12134.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","13 Bogenhausen","5.6","577","10227.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","14 Berg am Laim","8.1","635","7800.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","15 Trudering - Riem","5.4","341","6270.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","16 Ramersdorf - Perlach","8.1","1674.5","20562","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","17 Obergiesing - Fasangarten","8","816.3","10191.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","18 Untergiesing - Harlaching","7.7","580","7514.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","7","812","11652","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","20 Hadern","6.5","427.3","6552","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","21 Pasing - Obermenzing","6.6","546","8298.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","22 Aubing - Lochhausen - Langwied","8.1","423.3","5201.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","23 Allach - Untermenzing","6.1","219.3","3591.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","24 Feldmoching - Hasenbergl","8.2","849.3","10378.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2003","25 Laim","8.2","671","8178.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","Stadt München","6.1","14258.8","235474.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","01 Altstadt - Lehel","5.1","179.8","3548.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","02 Ludwigsvorstadt - Isarvorstadt","6","699","11650","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","03 Maxvorstadt","5.2","470.8","9018","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","04 Schwabing - West","5.1","513.5","10101","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","05 Au - Haidhausen","6","658.5","10910.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","06 Sendling","6.8","495.5","7243.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","07 Sendling - Westpark","6.7","573.8","8593.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","08 Schwanthalerhöhe","6.9","572.3","8306.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","09 Neuhausen - Nymphenburg","5.8","850.3","14768","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","10 Moosach","6.2","541.8","8793.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","11 Milbertshofen - Am Hart","6.6","1101","16692.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","12 Schwabing - Freimann","4.1","477.5","11694.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","13 Bogenhausen","4.8","473","9902.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","14 Berg am Laim","7.3","563","7738.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","15 Trudering - Riem","4.5","262","5831.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","16 Ramersdorf - Perlach","6.8","1382.8","20300.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","17 Obergiesing - Fasangarten","6.8","683.5","10020.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","18 Untergiesing - Harlaching","6.3","462.5","7378","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","5.3","622.3","11644.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","20 Hadern","5.5","346.8","6270","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","21 Pasing - Obermenzing","5.3","422.5","8044.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","22 Aubing - Lochhausen - Langwied","6.8","351.3","5131","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","23 Allach - Untermenzing","5","185.3","3691.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","24 Feldmoching - Hasenbergl","6.6","674.5","10188.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2002","25 Laim","6.9","551.3","8013.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","Stadt München","4.7","10943.5","233053.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","01 Altstadt - Lehel","3.7","138","3708","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","02 Ludwigsvorstadt - Isarvorstadt","4.8","580.3","12093.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","03 Maxvorstadt","4.1","373.8","9208","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","04 Schwabing - West","3.8","378.3","9908.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","05 Au - Haidhausen","4.6","509","10998","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","06 Sendling","5.3","381","7242.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","07 Sendling - Westpark","5.3","457.3","8607.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","08 Schwanthalerhöhe","5.5","464","8504.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","09 Neuhausen - Nymphenburg","4.7","700.8","14884.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","10 Moosach","4.6","398.8","8722","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","11 Milbertshofen - Am Hart","5.1","825.5","16325","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","12 Schwabing - Freimann","3.3","362.8","10995.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","13 Bogenhausen","3.6","344","9622.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","14 Berg am Laim","5.4","412","7688.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","15 Trudering - Riem","3.3","172","5280.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","16 Ramersdorf - Perlach","5.2","1037","20110.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","17 Obergiesing - Fasangarten","5.1","510.3","9946.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","18 Untergiesing - Harlaching","4.8","352.8","7331.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","4.4","494","11302.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","20 Hadern","4.5","268.5","5988.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","21 Pasing - Obermenzing","4.4","349.8","7886","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","22 Aubing - Lochhausen - Langwied","5.4","268.3","5006.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","23 Allach - Untermenzing","3.7","138","3723.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","24 Feldmoching - Hasenbergl","5.2","517","10010.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2001","25 Laim","5.1","407.5","7959.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","Stadt München","4.9","10996.3","226482.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","01 Altstadt - Lehel","3.8","136.5","3602","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","02 Ludwigsvorstadt - Isarvorstadt","5.4","651.8","12045.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","03 Maxvorstadt","4.4","399.8","9017.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","04 Schwabing - West","3.8","353.3","9359.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","05 Au - Haidhausen","4.4","493","11081.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","06 Sendling","5.3","381.8","7242.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","07 Sendling - Westpark","5.5","459","8390.5","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","08 Schwanthalerhöhe","6.3","524.3","8372.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","09 Neuhausen - Nymphenburg","4.8","698.3","14587","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","10 Moosach","4.8","401.5","8349","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","11 Milbertshofen - Am Hart","5.3","847","15888.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","12 Schwabing - Freimann","3.7","383.8","10491.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","13 Bogenhausen","3.6","334.3","9305","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","14 Berg am Laim","5.9","427","7198.8","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","15 Trudering - Riem","3.5","166.8","4755.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","16 Ramersdorf - Perlach","5.4","1043","19455","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
"Arbeitslosendichte","ausländisch","2000","17 Obergiesing - Fasangarten","5","488.8","9741.3","ausländische Arbeitslose","ausländische Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren"
