"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2006","25 Laim","42.3","3675","8694.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","Stadt München","39.8","96883.8","243515","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","01 Altstadt - Lehel","35.9","1292.3","3596","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","02 Ludwigsvorstadt - Isarvorstadt","38.6","4231.3","10963","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","03 Maxvorstadt","40.1","3662.3","9136","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","04 Schwabing - West","38.1","3949.3","10359.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","05 Au - Haidhausen","40.7","4168","10231.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","06 Sendling","39.6","2972.8","7516.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","07 Sendling - Westpark","41.2","3787.3","9194.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","08 Schwanthalerhöhe","39.8","3155.3","7928","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","09 Neuhausen - Nymphenburg","38.2","5704.5","14931.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","10 Moosach","40","3798.5","9488.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","11 Milbertshofen - Am Hart","39.8","7310.5","18372.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","12 Schwabing - Freimann","36.5","4394.8","12042.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","13 Bogenhausen","37.1","3845.8","10366.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","14 Berg am Laim","42","3391","8076.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","15 Trudering - Riem","35.1","2273.8","6481.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","16 Ramersdorf - Perlach","42.6","9071.5","21292","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","17 Obergiesing - Fasangarten","41.4","4207.3","10155.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","18 Untergiesing - Harlaching","41","3078","7504.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","40","4823.8","12061","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","20 Hadern","41.9","2953.5","7052.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","21 Pasing - Obermenzing","35.3","3007","8519","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","22 Aubing - Lochhausen - Langwied","40","2141.8","5359.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","23 Allach - Untermenzing","39","1456.5","3731.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","24 Feldmoching - Hasenbergl","40.1","4268.3","10654.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2005","25 Laim","42","3566.8","8500.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","Stadt München","40.6","97110.5","238979.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","01 Altstadt - Lehel","38.4","1344.5","3498.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","02 Ludwigsvorstadt - Isarvorstadt","40.1","4355","10864","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","03 Maxvorstadt","40.7","3671.5","9013.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","04 Schwabing - West","38","3889","10233.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","05 Au - Haidhausen","41.3","4315.3","10450.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","06 Sendling","39.9","2955.3","7406","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","07 Sendling - Westpark","42.3","3751.3","8866.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","08 Schwanthalerhöhe","40.6","3290.3","8107.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","09 Neuhausen - Nymphenburg","39.1","5787.5","14817","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","10 Moosach","40","3667","9170.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","11 Milbertshofen - Am Hart","39.5","6812.8","17255.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","12 Schwabing - Freimann","35.6","4254.3","11962.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","13 Bogenhausen","37.6","3808.5","10121","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","14 Berg am Laim","42.8","3334.5","7795.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","15 Trudering - Riem","32.8","2033.8","6203.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","16 Ramersdorf - Perlach","43.6","9064.8","20773","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","17 Obergiesing - Fasangarten","42.6","4334.3","10167.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","18 Untergiesing - Harlaching","41.4","3091.5","7466.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","42.4","4997","11774.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","20 Hadern","41.8","2848.8","6822","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","21 Pasing - Obermenzing","35.5","2977.3","8376.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","22 Aubing - Lochhausen - Langwied","40.3","2120.5","5266.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","23 Allach - Untermenzing","40.9","1508.8","3692.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","24 Feldmoching - Hasenbergl","41.1","4340.3","10559","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2004","25 Laim","42.7","3550.3","8315.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","Stadt München","41.4","98969","239276.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","01 Altstadt - Lehel","38.7","1376","3559.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","02 Ludwigsvorstadt - Isarvorstadt","41","4673.5","11405.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","03 Maxvorstadt","41.5","3791.8","9133","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","04 Schwabing - West","38.3","3974.3","10389.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","05 Au - Haidhausen","41.5","4511.3","10862.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","06 Sendling","42","3071.8","7307.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","07 Sendling - Westpark","42.9","3769","8778.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","08 Schwanthalerhöhe","41.3","3451.8","8360.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","09 Neuhausen - Nymphenburg","40.8","6026","14781","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","10 Moosach","40.8","3671.5","9006","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","11 Milbertshofen - Am Hart","40.4","6922.3","17138","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","12 Schwabing - Freimann","36.2","4391.5","12134.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","13 Bogenhausen","37.6","3847.5","10227.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","14 Berg am Laim","43.2","3368.5","7800.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","15 Trudering - Riem","33.1","2073","6270.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","16 Ramersdorf - Perlach","44.2","9091.3","20562","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","17 Obergiesing - Fasangarten","43","4381.3","10191.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","18 Untergiesing - Harlaching","41.9","3149","7514.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","43.2","5029.8","11652","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","20 Hadern","43.5","2849.8","6552","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","21 Pasing - Obermenzing","36.6","3034.3","8298.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","22 Aubing - Lochhausen - Langwied","41.1","2136.3","5201.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","23 Allach - Untermenzing","43","1546","3591.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","24 Feldmoching - Hasenbergl","41.5","4307.3","10378.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2003","25 Laim","43.7","3571.8","8178.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","Stadt München","44","103701.3","235474.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","01 Altstadt - Lehel","41.6","1475.8","3548.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","02 Ludwigsvorstadt - Isarvorstadt","44.6","5194.8","11650","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","03 Maxvorstadt","44.6","4020.5","9018","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","04 Schwabing - West","41.7","4208.5","10101","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","05 Au - Haidhausen","44.5","4852.3","10910.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","06 Sendling","45","3262.5","7243.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","07 Sendling - Westpark","45.8","3934.8","8593.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","08 Schwanthalerhöhe","44.7","3713.8","8306.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","09 Neuhausen - Nymphenburg","43.3","6391.5","14768","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","10 Moosach","43.8","3849.3","8793.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","11 Milbertshofen - Am Hart","43.7","7299.8","16692.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","12 Schwabing - Freimann","38.7","4522.8","11694.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","13 Bogenhausen","39.8","3945.3","9902.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","14 Berg am Laim","45.2","3499.3","7738.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","15 Trudering - Riem","35.8","2088","5831.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","16 Ramersdorf - Perlach","46.7","9485","20300.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","17 Obergiesing - Fasangarten","45.1","4515.3","10020.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","18 Untergiesing - Harlaching","44.3","3271","7378","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.4","5173","11644.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","20 Hadern","45.9","2877.5","6270","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","21 Pasing - Obermenzing","39.3","3163","8044.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","22 Aubing - Lochhausen - Langwied","42.9","2201.8","5131","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","23 Allach - Untermenzing","44.3","1633.8","3691.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","24 Feldmoching - Hasenbergl","44","4486.3","10188.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2002","25 Laim","46.6","3733.8","8013.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","Stadt München","45.6","106352.3","233053.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","01 Altstadt - Lehel","42.6","1578.3","3708","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","02 Ludwigsvorstadt - Isarvorstadt","45.8","5541.8","12093.3","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","03 Maxvorstadt","45.2","4163.5","9208","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","04 Schwabing - West","43","4258","9908.5","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","05 Au - Haidhausen","46.4","5104.5","10998","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
"Sozialversicherungspflichtig Beschäftigtendichte","ausländisch","2001","06 Sendling","46.1","3341","7242.8","Ausländische Sozialversicherungpflichtig Beschäftigte","Ausländische erwerbsfähige Einwohner_innen (15 bis unter 65 Jahre)"
